"year","unitid","inst_name","state_name","number_applied","number_admitted","number_enrolled_total","reqt_hs_rank","reqt_test_scores","reqt_hs_gpa","reqt_college_prep","reqt_recommendations","sat_crit_read_25_pctl","sat_crit_read_75_pctl","sat_math_25_pctl","sat_math_75_pctl","act_composite_25_pctl","act_composite_75_pctl","act_english_25_pctl","act_english_75_pctl","act_math_25_pctl","act_math_75_pctl","institution_level","completion_rate_150pct"
"2007","145558","Rosalind Franklin University of Medicine and Science","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","145600","University of Illinois at Chicago","Illinois","13595","8686","3291","Recommended","Required","Required","Required","Recommended","","","","","21","26","20","27","20","27","Four or more years","0.481"
"2007","145619","Benedictine University","Illinois","1449","1150","403","Required","Required","Required","Neither required nor recommended","Required","455","575","535","613","20","24","20","24","20","25","Four or more years","0.62"
"2007","145628","Illinois College of Optometry","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","145637","University of Illinois at Urbana-Champaign","Illinois","21645","15361","6940","Recommended","Required","Recommended","Required","Neither required nor recommended","550","670","640","740","26","31","25","32","26","32","Four or more years","0.82"
"2007","145646","Illinois Wesleyan University","Illinois","2963","1696","538","Recommended","Required","Recommended","Recommended","Required","540","680","590","690","26","30","26","32","25","30","Four or more years","0.828"
"2007","145691","Illinois College","Illinois","1129","836","260","Required","Required","Required","Recommended","Recommended","510","580","490","640","21","26","20","27","20","26","Four or more years","0.631"
"2007","145725","Illinois Institute of Technology","Illinois","4383","2474","523","Recommended","Required","Recommended","Recommended","Required","543","670","620","710","25","30","24","30","27","32","Four or more years","0.637"
"2007","145770","Argosy University-Chicago","Illinois","4","3","2","Neither required nor recommended","Recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years",""
"2007","145813","Illinois State University","Illinois","12550","8461","3418","Required","Required","Required","Required","Neither required nor recommended","","","","","22","26","22","26","21","26","Four or more years","0.7"
"2007","145886","Institute for Clinical Social Work","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","146010","International Academy of Design and Technology","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.15"
"2007","146241","The John Marshall Law School","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","146339","Judson University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.484"
"2007","146393","Kendall College","Illinois","487","465","169","Required","Required","Required","Neither required nor recommended","Recommended","480","620","420","550","18","22","18","23","16","22","Four or more years","0.44"
"2007","146427","Knox College","Illinois","2418","1479","307","Recommended","Neither required nor recommended","Recommended","Required","Required","610","710","580","670","27","31","27","33","25","30","Four or more years","0.75"
"2007","146481","Lake Forest College","Illinois","2203","1342","356","Required","Recommended","Required","Required","Required","560","660","540","660","24","29","24","30","23","28","Four or more years","0.665"
"2007","146490","Lake Forest Graduate School of Management","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","146533","Lakeview College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","146612","Lewis University","Illinois","2654","1795","636","Recommended","Required","Required","Recommended","Recommended","460","570","480","580","19","24","19","25","18","25","Four or more years","0.574"
"2007","146621","Lexington College","Illinois","64","30","8","Recommended","Required","Required","Recommended","Required","","","","","19","25","19","30","14","25","Four or more years","0.424"
"2007","146667","Lincoln Christian College and Seminary","Illinois","288","239","163","Required","Required","Required","Recommended","Required","","","","","19","25","19","25","17","24","Four or more years","0.503"
"2007","146676","Lincoln College","Illinois","1265","845","455","Recommended","Required","Recommended","Neither required nor recommended","Recommended","","","","","15","19","14","18","15","18","Four or more years","0.526"
"2007","146719","Loyola University Chicago","Illinois","17357","12723","2035","Recommended","Required","Required","Recommended","Required","540","640","520","640","23","28","23","29","22","28","Four or more years","0.663"
"2007","146728","Lutheran School of Theology at Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","146755","Trinity College of Nursing and Health Sciences","Illinois","5","3","3","Neither required nor recommended","Required","Required","Required","Neither required nor recommended","","","","","","","","","","","Four or more years",""
"2007","146825","MacMurray College","Illinois","813","494","125","Recommended","Required","Recommended","Recommended","Recommended","350","410","390","420","16","21","16","22","16","21","Four or more years","0.488"
"2007","146977","McCormick Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","147013","McKendree University","Illinois","1090","754","298","Recommended","Required","Required","Required","Required","410","520","400","560","19","25","19","25","18","25","Four or more years","0.667"
"2007","147031","Meadville-Lombard Theological School","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","147129","Methodist College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","147165","Midstate College","Illinois","49","35","34","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.292"
"2007","147244","Millikin University","Illinois","2656","1798","477","Required","Required","Required","Recommended","Required","470","630","490","650","20","25","20","26","19","25","Four or more years","0.626"
"2007","147341","Monmouth College","Illinois","1848","1422","445","Required","Required","Required","Recommended","Recommended","","","","","20","26","19","26","20","26","Four or more years","0.667"
"2007","147536","National-Louis University","Illinois","61","57","22","Required","Required","Required","Neither required nor recommended","Required","","","","","16","23","15","24","15","23","Four or more years","0.093"
"2007","147590","National University of Health Sciences","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","147660","North Central College","Illinois","2234","1552","422","Neither required nor recommended","Required","Required","Required","Recommended","545","670","510","650","22","27","22","28","21","27","Four or more years","0.628"
"2007","147679","North Park University","Illinois","1452","983","373","Required","Required","Neither required nor recommended","Recommended","Required","500","630","480","600","19","25","19","26","18","25","Four or more years","0.548"
"2007","147697","Northern Baptist Theological Seminary","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2007","147703","Northern Illinois University","Illinois","14778","10273","3013","Required","Required","Required","Required","Neither required nor recommended","470","600","510","620","20","25","19","25","18","25","Four or more years","0.512"
"2007","147767","Northwestern University","Illinois","18385","5434","2060","Required","Required","Required","Required","Required","650","740","670","760","29","33","29","34","28","34","Four or more years","0.935"
"2007","147776","Northeastern Illinois University","Illinois","3601","2465","957","Required","Required","Neither required nor recommended","Required","Neither required nor recommended","","","","","16","21","16","22","16","21","Four or more years","0.183"
"2007","147828","Olivet Nazarene University","Illinois","2454","1964","712","Recommended","Required","Recommended","Recommended","Required","","","","","19","26","19","26","19","26","Four or more years","0.599"
"2007","148016","Principia College","Illinois","198","182","118","Recommended","Required","Required","Recommended","Required","510","640","490","630","22","29","22","29","23","28","Four or more years","0.809"
"2007","148131","Quincy University","Illinois","726","695","234","Required","Required","Required","Recommended","Recommended","390","510","470","570","19","24","19","25","18","25","Four or more years","0.524"
"2007","148177","The Illinois Institute of Art-Chicago","Illinois","1017","529","500","Recommended","Recommended","Recommended","Neither required nor recommended","Recommended","410","490","420","490","16","22","16","22","16","21","Four or more years","0.379"
"2007","148335","Robert Morris College","Illinois","3075","2493","1042","Recommended","Recommended","Required","Recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.484"
"2007","148405","Rockford College","Illinois","710","363","116","Required","Required","Required","Required","Neither required nor recommended","450","500","440","470","18","24","18","24","17","24","Four or more years","0.379"
"2007","148487","Roosevelt University","Illinois","1888","927","337","Required","Required","Required","Required","Neither required nor recommended","550","663","480","620","19","25","19","26","17","24","Four or more years","0.41"
"2007","148496","Dominican University","Illinois","1457","1077","368","Required","Required","Required","Required","Neither required nor recommended","480","620","460","590","20","25","20","25","18","24","Four or more years","0.693"
"2007","148511","Rush University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","148575","Saint Francis Medical Center College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","148584","University of St Francis","Illinois","766","509","198","Required","Required","Required","Required","Recommended","","","","","20","25","20","25","19","25","Four or more years","0.53"
"2007","148593","St Johns College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","148627","Saint Xavier University","Illinois","2297","1759","515","Neither required nor recommended","Required","Required","Neither required nor recommended","Recommended","480","590","430","560","20","24","20","25","18","24","Four or more years","0.525"
"2007","148654","University of Illinois at Springfield","Illinois","1112","685","261","Recommended","Required","Required","Required","Recommended","465","545","465","668","20","25","20","25","19","25","Four or more years","0.567"
"2007","148724","Seabury-Western Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","148849","Shimer College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.55"
"2007","148876","Saint Augustine College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.141"
"2007","148885","University of Saint Mary of the Lake","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","148982","Spertus College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","149028","Saint Anthony College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","149222","Southern Illinois University Carbondale","Illinois","9807","6941","2636","Required","Required","Recommended","Recommended","Neither required nor recommended","440","535","455","550","19","24","18","24","17","24","Four or more years","0.459"
"2007","149231","Southern Illinois University Edwardsville","Illinois","5658","4743","1860","Required","Required","Required","Required","Neither required nor recommended","","","","","20","25","20","25","19","25","Four or more years","0.489"
"2007","149240","Southern Illinois University-Systems Office","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","149329","Telshe Yeshiva-Chicago","Illinois","8","8","8","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Recommended","","","","","","","","","","","Four or more years","0.063"
"2007","149505","Trinity Christian College","Illinois","574","510","240","Recommended","Required","Required","Recommended","Required","480","600","450","610","19","26","19","26","18","25","Four or more years","0.594"
"2007","149514","Trinity International University","Illinois","634","393","166","Recommended","Required","Required","Required","Required","480","630","460","590","20","25","20","27","19","25","Four or more years","0.52"
"2007","149587","University of Illinois University Administration","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","149639","VanderCook College of Music","Illinois","47","43","27","Required","Required","Required","Recommended","Required","450","560","560","580","20","26","21","27","18","24","Four or more years","0.542"
"2007","149763","West Suburban College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","149772","Western Illinois University","Illinois","8203","5594","1957","Required","Required","Required","Recommended","Neither required nor recommended","","","","","19","23","18","23","17","23","Four or more years","0.549"
"2007","149781","Wheaton College","Illinois","2160","1192","583","Recommended","Required","Required","Required","Required","630","720","610","700","27","31","27","33","26","31","Four or more years","0.856"
"2007","178226","Westwood College-O'Hare Airport","Illinois","327","143","136","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.604"
"2007","247922","Ingalls Memorial Hospital Dietetic Internship","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","260947","Christian Life College","Illinois","16","14","14","Recommended","Recommended","Recommended","Neither required nor recommended","Required","","","","","","","","","","","Four or more years","0.667"
"2007","260956","Knowledge Systems Institute","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","260974","ITT Technical Institute-Mount Prospect","Illinois","281","125","125","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.532"
"2007","406194","Westwood College-Dupage","Illinois","391","127","127","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.461"
"2007","409254","Erikson Institute","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","414586","ITT Technnical Institute-Orland Park","Illinois","290","110","108","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.508"
"2007","420866","Argosy University-Schaumburg","Illinois","0","0","0","Neither required nor recommended","Recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years",""
"2007","428286","The Illinois Institute of Art-Schaumburg","Illinois","580","193","185","Recommended","Recommended","Required","Neither required nor recommended","Recommended","","","","","","","","","","","Four or more years","0.538"
"2007","434557","ITT Technical Institute-Burr Ridge","Illinois","192","66","66","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.3"
"2007","439020","Midwest College of Oriental Medicine","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","440147","Westwood College-River Oaks","Illinois","245","150","150","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.466"
"2007","442161","University of Phoenix-Chicago Campus","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.082"
"2007","442842","Pacific College of Oriental Medicine","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","443030","Evanston Northwestern Healthcare School of Anesthesia","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2007","443687","Westwood College-Chicago Loop","Illinois","418","323","323","Neither required nor recommended","Recommended","Neither required nor recommended","Neither required nor recommended","Recommended","","","","","","","","","","","Four or more years",""
"2007","445027","American Intercontinental University Online","Illinois","9484","5210","5210","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.162"
"2007","445054","Toyota Technological Institute at Chicago","Illinois","","","","Missing/not reported","Missing/not reported","Missing/not reported","Missing/not reported","Missing/not reported","","","","","","","","","","","Four or more years",""
"2007","446969","New York Institute of Technology-Ellis College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","142832","Adler School of Professional Psychology","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","142887","American Academy of Art","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.47"
"2006","143048","School of the Art Institute of Chicago","Illinois","1769","1439","449","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Required","520","630","480","620","20","25","21","26","17","25","Four or more years","0.54"
"2006","143084","Augustana College","Illinois","3291","2468","691","Required","Required","Required","Recommended","Recommended","","","","","23","28","22","28","22","27","Four or more years","0.764"
"2006","143118","Aurora University","Illinois","1508","1068","375","Recommended","Required","Required","Required","Recommended","470","570","460","560","20","23","19","24","18","24","Four or more years","0.45"
"2006","143288","Blackburn College","Illinois","1065","624","227","Required","Required","Required","Recommended","Recommended","","","","","20","25","21","26","20","24","Four or more years","0.488"
"2006","143297","Blessing Rieman College of Nursing","Illinois","353","215","31","Required","Required","Required","Recommended","Neither required nor recommended","","","","","21","28","18","29","18","28","Four or more years","0.636"
"2006","143358","Bradley University","Illinois","5187","3566","1075","Required","Required","Required","Required","Recommended","540","650","510","610","23","28","23","29","22","28","Four or more years","0.761"
"2006","143659","Catholic Theological Union at Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","143853","Midwestern University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","143978","Chicago School of Professional Psychology","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","144005","Chicago State University","Illinois","2038","1140","423","Neither required nor recommended","Required","Required","Recommended","Neither required nor recommended","","","","","18","20","17","21","16","19","Four or more years","0.162"
"2006","144014","Chicago Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","144050","University of Chicago","Illinois","9016","3628","1203","Recommended","Required","Recommended","Neither required nor recommended","Required","690","780","680","780","29","33","29","34","28","34","Four or more years","0.902"
"2006","144281","Columbia College Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.331"
"2006","144351","Concordia University","Illinois","1092","705","206","Required","Required","Required","Required","Neither required nor recommended","480","600","470","600","19","26","20","27","19","26","Four or more years","0.477"
"2006","144740","DePaul University","Illinois","9779","6963","2400","Recommended","Required","Required","Recommended","Required","530","630","510","620","22","27","22","28","20","26","Four or more years","0.62"
"2006","144759","DeVry University-Illinois","Illinois","4440","4108","1367","Neither required nor recommended","Recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.332"
"2006","144777","DeVry University-Corporate Office","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","144883","East-West University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.188"
"2006","144892","Eastern Illinois University","Illinois","7495","5448","1773","Required","Required","Required","Recommended","Recommended","","","","","19","24","19","24","18","24","Four or more years","0.603"
"2006","144962","Elmhurst College","Illinois","1952","1400","482","Required","Required","Required","Recommended","Recommended","470","630","480","620","22","26","21","27","21","26","Four or more years","0.672"
"2006","144971","Eureka College","Illinois","612","515","136","Recommended","Required","Recommended","Recommended","Required","550","600","515","590","19","25","18","24","18","25","Four or more years","0.527"
"2006","145275","Garrett-Evangelical Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","145336","Governors State University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","145372","Greenville College","Illinois","879","717","299","Required","Required","Required","Recommended","Required","480","580","460","570","19","25","20","27","19","25","Four or more years","0.543"
"2006","145460","Harrington College of Design","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.089"
"2006","145497","Hebrew Theological College","Illinois","315","304","298","Recommended","Required","Required","Recommended","Required","525","625","575","635","","","","","","","Four or more years","0.099"
"2006","145558","Rosalind Franklin University of Medicine and Science","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","145600","University of Illinois at Chicago","Illinois","13000","7559","2852","Required","Required","Required","Required","Recommended","","","","","21","26","21","27","21","27","Four or more years","0.5"
"2006","145619","Benedictine University","Illinois","1321","1075","383","Required","Required","Required","Neither required nor recommended","Required","","","","","20","25","20","26","19","26","Four or more years","0.599"
"2006","145628","Illinois College of Optometry","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","145637","University of Illinois at Urbana-Champaign","Illinois","18985","14324","7580","Recommended","Required","Recommended","Required","Neither required nor recommended","550","670","620","730","26","31","25","31","25","31","Four or more years","0.819"
"2006","145646","Illinois Wesleyan University","Illinois","3156","1647","552","Recommended","Required","Recommended","Recommended","Required","580","680","580","680","26","30","26","32","25","31","Four or more years","0.819"
"2006","145691","Illinois College","Illinois","1164","849","293","Required","Required","Required","Recommended","Recommended","480","650","530","700","21","26","20","27","20","26","Four or more years","0.58"
"2006","145725","Illinois Institute of Technology","Illinois","4965","2661","485","Neither required nor recommended","Required","Required","Recommended","Required","550","660","640","710","25","30","25","30","27","32","Four or more years","0.671"
"2006","145770","Argosy University-Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","145813","Illinois State University","Illinois","12071","8218","3200","Required","Required","Required","Required","Neither required nor recommended","","","","","22","26","21","26","21","26","Four or more years","0.652"
"2006","145886","Institute for Clinical Social Work","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","146010","International Academy of Design and Technology","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.184"
"2006","146241","The John Marshall Law School","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","146339","Judson College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.55"
"2006","146393","Kendall College","Illinois","968","377","72","Required","Required","Required","Neither required nor recommended","Recommended","477","547","460","543","18","23","18","23","17","24","Four or more years","0.358"
"2006","146427","Knox College","Illinois","1771","1338","325","Recommended","Recommended","Recommended","Required","Required","","","","","","","","","","","Four or more years","0.716"
"2006","146481","Lake Forest College","Illinois","2197","1390","386","Required","Required","Required","Required","Required","530","630","520","630","24","28","23","29","23","27","Four or more years","0.693"
"2006","146490","Lake Forest Graduate School of Management","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","146533","Lakeview College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","146612","Lewis University","Illinois","2325","1579","569","Recommended","Required","Required","Recommended","Recommended","500","580","540","580","20","24","19","25","18","25","Four or more years","0.531"
"2006","146621","Lexington College","Illinois","50","26","17","Recommended","Required","Required","Recommended","Required","","","","","17","21","18","21","15","20","Four or more years","0.316"
"2006","146667","Lincoln Christian College and Seminary","Illinois","238","205","152","Required","Required","Required","Recommended","Required","","","","","19","25","19","25","17","24","Four or more years","0.504"
"2006","146676","Lincoln College","Illinois","1133","753","528","Recommended","Required","Recommended","Neither required nor recommended","Recommended","330","530","340","430","15","19","14","19","15","18","Four or more years","0.511"
"2006","146719","Loyola University Chicago","Illinois","15178","11754","2134","Recommended","Required","Required","Recommended","Required","530","640","520","640","23","28","23","29","22","28","Four or more years","0.65"
"2006","146728","Lutheran School of Theology at Chicago","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","146755","Trinity College of Nursing and Health Sciences","Illinois","12","7","7","Neither required nor recommended","Required","Required","Required","Neither required nor recommended","","","","","","","","","","","Four or more years",""
"2006","146825","MacMurray College","Illinois","1013","568","165","Recommended","Required","Recommended","Recommended","Recommended","","","","","17","22","15","22","16","22","Four or more years","0.667"
"2006","146977","McCormick Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","147013","McKendree College","Illinois","1140","781","344","Recommended","Required","Required","Required","Required","400","480","530","600","21","25","19","25","18","25","Four or more years","0.595"
"2006","147031","Meadville-Lombard Theological School","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","147129","Methodist College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","147165","Midstate College","Illinois","55","36","36","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.171"
"2006","147244","Millikin University","Illinois","2863","2055","474","Required","Required","Required","Recommended","Required","480","600","500","620","20","26","20","26","18","25","Four or more years","0.669"
"2006","147341","Monmouth College","Illinois","1728","1377","392","Required","Required","Required","Recommended","Recommended","480","550","400","650","20","25","19","25","19","26","Four or more years","0.605"
"2006","147536","National-Louis University","Illinois","86","77","37","Required","Required","Required","Neither required nor recommended","Required","","","","","","","","","","","Four or more years","0.116"
"2006","147590","National University of Health Sciences","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","147660","North Central College","Illinois","2204","1525","470","Neither required nor recommended","Required","Required","Required","Recommended","520","640","530","620","22","27","22","28","22","27","Four or more years","0.657"
"2006","147679","North Park University","Illinois","1304","910","372","Required","Required","Neither required nor recommended","Recommended","Required","480","610","480","620","19","25","18","26","17","25","Four or more years","0.529"
"2006","147697","Northern Baptist Theological Seminary","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2006","147703","Northern Illinois University","Illinois","14594","10332","3282","Required","Required","Required","Required","Neither required nor recommended","450","590","490","640","20","24","19","25","18","25","Four or more years","0.523"
"2006","147767","Northwestern University","Illinois","16204","4818","1952","Required","Required","Required","Required","Required","650","740","670","760","29","33","","","","","Four or more years","0.929"
"2006","147776","Northeastern Illinois University","Illinois","3562","2571","1114","Required","Required","Neither required nor recommended","Required","Neither required nor recommended","","","","","16","21","15","21","16","20","Four or more years","0.187"
"2006","147828","Olivet Nazarene University","Illinois","2351","1581","751","Recommended","Required","Recommended","Recommended","Required","","","","","19","26","19","26","19","26","Four or more years","0.569"
"2006","148016","Principia College","Illinois","236","221","131","Neither required nor recommended","Required","Required","Recommended","Required","490","640","500","640","21","27","21","28","20","26","Four or more years",""
"2006","148131","Quincy University","Illinois","789","490","162","Required","Required","Required","Recommended","Required","440","570","440","590","18","24","18","26","17","24","Four or more years","0.476"
"2006","148177","The Illinois Institute of Art-Chicago","Illinois","2129","1450","720","Recommended","Recommended","Recommended","Neither required nor recommended","Recommended","257","772","223","670","10","30","9","28","10","29","Four or more years","0.537"
"2006","148335","Robert Morris College","Illinois","3319","2553","1022","Recommended","Recommended","Required","Recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.49"
"2006","148405","Rockford College","Illinois","739","381","100","Required","Required","Required","Required","Neither required nor recommended","430","510","360","505","19","23","18","23","17","23","Four or more years","0.336"
"2006","148487","Roosevelt University","Illinois","1390","832","326","Required","Required","Required","Required","Neither required nor recommended","500","630","470","590","19","25","20","27","17","24","Four or more years","0.308"
"2006","148496","Dominican University","Illinois","1362","1023","362","Required","Required","Required","Required","Neither required nor recommended","510","590","510","610","20","25","19","26","18","25","Four or more years","0.613"
"2006","148511","Rush University","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","148575","Saint Francis Medical Center College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","148584","University of St Francis","Illinois","850","601","183","Required","Required","Required","Required","Recommended","","","","","20","25","19","25","19","25","Four or more years","0.621"
